,match_id,times,gold_t_0,gold_t_1,gold_t_2,gold_t_3,gold_t_4,gold_t_128,gold_t_129,gold_t_130,gold_t_131,gold_t_132
7239,7261,900,3611,3657,4832,3603,3245,3701,6296,3230,3067,3353
7240,7262,900,2466,2810,4069,6552,6228,4363,4870,4711,2958,3281
7241,7263,900,5501,5106,4188,3063,2751,4897,4592,6521,4504,2031
7242,7264,900,3203,5148,7685,3586,2151,4687,4812,6030,2750,3522
7243,7265,900,4034,3333,5658,3610,2919,5611,3683,4294,6626,7902
7244,7266,900,3454,5694,2732,3906,2900,5333,5151,3526,4638,4866
7245,7267,900,5558,3025,4028,3894,4183,5554,5275,4831,2983,2338
7246,7268,900,2702,3802,2184,3570,3102,3668,3912,2896,3038,4466
7247,7269,900,3668,2937,6221,3165,5601,2884,4483,4576,4870,4338
7248,7270,900,3177,1697,5881,3243,6287,3812,4556,3516,2512,5913
7249,7271,900,5828,3202,2591,8060,3951,4174,2337,3678,6064,4842
7250,7272,900,2538,3736,2859,3793,5243,5241,5356,4352,3317,4877
7251,7273,900,3459,5259,3442,3032,4764,3602,3424,8112,4980,3263
7252,7275,900,3872,4868,3414,2410,3541,3173,3820,6698,5015,4660
7253,7276,900,2335,6982,4082,2681,3834,2557,2820,5001,3930,4867
7254,7277,900,4215,5986,1898,5340,2261,3964,4251,4423,2477,4322
7255,7278,900,3895,2656,2334,4650,3926,5706,6583,3482,3351,6601
7256,7279,900,3260,8104,4022,4764,7894,3703,7515,3888,4257,4502
7257,7280,900,5561,2956,4547,4225,7271,4775,2920,5140,3215,4340
7258,7281,900,2550,2217,2774,5653,5298,5176,3280,2692,5682,2876
7259,7282,900,4362,6569,5291,4098,2072,5169,5850,3358,3499,3514
7260,7283,900,6889,4314,5171,5047,4956,2806,1891,3618,3910,4074
7261,7284,900,4732,4663,1891,2370,2892,6196,2123,4728,5678,3032
7262,7285,900,3214,9315,2760,5240,2432,2839,2556,3319,3742,5100
7263,7286,900,3776,3883,3325,6470,2622,5375,4428,5443,3334,5377
7264,7287,900,4007,4555,4913,5102,2519,2739,2567,7253,2041,3938
7265,7288,900,4920,4656,3449,4434,3549,2166,4211,3986,4751,5083
7266,7289,900,6326,3405,4101,2485,5831,5084,2050,3782,3249,6415
7267,7290,900,2769,3292,3326,3505,2857,6551,6739,2771,5114,5638
7268,7291,900,4000,5059,3962,5218,2474,2326,2205,5196,3735,4562
7269,7292,900,4041,4931,4615,6579,5774,3848,4667,5259,3215,4105
7270,7293,900,3826,2383,6166,5199,6584,1987,4713,5030,4306,3480
7271,7294,900,4053,3289,3814,4807,5433,3349,3707,4463,4149,3924
7272,7295,900,4759,6849,3485,3040,8078,4487,2805,2816,2222,4212
7273,7296,900,1704,3010,3659,3576,4189,3780,7848,3360,3121,3777
7274,7297,900,2111,3781,4884,2857,5646,4820,3969,1897,1787,5123
7275,7298,900,3147,4598,2446,4410,5170,2771,2787,3018,4515,2860
7276,7299,900,3478,3345,4782,4603,4370,4276,3959,4897,3768,3007
7277,7300,900,2725,6961,4462,5413,4797,5048,2808,3333,5037,5413
7278,7301,900,2575,2631,3312,4008,5160,4448,6898,6194,4157,6133
7279,7302,900,3523,5422,4339,7390,4802,2568,3597,5519,5763,5872
7280,7303,900,3532,5007,3793,5165,5176,2665,4580,3200,3386,5364
7281,7304,900,2709,3638,2589,3975,4988,4183,3280,5993,3533,4291
7282,7305,900,6136,4312,5005,3890,5200,5421,4175,4348,2597,3524
7283,7306,900,6802,3874,2687,6099,3437,2885,3399,3331,4890,3937
7284,7307,900,2770,4208,3046,6414,4961,6628,3516,5389,2854,3407
7285,7308,900,10741,2556,3320,3366,5874,4315,2932,3278,5005,3779
7286,7309,900,2430,6399,3794,4086,4384,4221,4232,5396,2213,5617
7287,7310,900,2945,5383,4190,3969,2662,2767,5551,4727,2511,3943
7288,7311,900,6481,3398,2728,6303,2634,3444,2968,2541,7330,5219
7289,7312,900,4295,2106,2804,3860,4389,3506,3580,6358,7842,4942
7290,7313,900,5783,4856,4514,4140,3094,5835,4240,4812,4699,2807
7291,7314,900,2686,5544,3576,3246,10649,3263,4778,6336,3338,5655
7292,7315,900,3066,4502,3817,4773,4528,5733,3319,5207,4787,7251
7293,7316,900,5449,3257,3801,5626,6271,3583,7515,6524,5685,3220
7294,7317,900,6086,4206,5466,4243,2427,4433,3009,6648,3805,4043
7295,7318,900,4369,4391,5865,7349,3398,3974,4195,2634,3587,4197
7296,7319,900,3773,5222,3141,2954,4121,5060,4792,2288,5719,6302
7297,7320,900,5350,7870,5104,2343,2344,3417,4784,5087,3464,3132
7298,7321,900,5405,1990,5510,3137,3536,5905,4720,3598,2684,5028
7299,7322,900,2760,5319,3203,5358,4288,6379,2863,4310,4396,2522
7300,7323,900,3673,4541,4609,5112,4748,3839,3055,3224,4175,4658
7301,7324,900,2797,4072,3964,5383,3554,5053,5614,2919,4113,5477
7302,7325,900,4322,4715,3277,4222,3136,6756,5975,2026,2936,2016
7303,7326,900,5544,7106,2103,2847,4033,5040,3968,7215,5329,2196
7304,7327,900,3410,4106,3531,2625,5379,4381,5286,5395,3938,2974
7305,7328,900,4052,6530,4164,2847,4429,5966,5089,5793,3390,5318
7306,7329,900,3731,4556,5479,3043,4302,4468,6164,3261,2439,5429
7307,7330,900,3180,2952,4162,3107,3513,4267,4426,5315,3780,2998
7308,7331,900,3281,4636,2122,1616,4763,4981,3384,4141,4714,3124
7309,7332,900,3569,3859,5251,2845,4029,2876,5749,7615,4194,7554
7310,7333,900,2044,3475,4059,6990,3600,3748,2801,5092,4341,5395
7311,7334,900,2569,6313,5351,4060,2947,4844,2887,6412,4257,5800
7312,7335,900,3539,3614,5257,4489,3398,3645,5905,2119,4719,2362
7313,7336,900,4751,4421,5424,3004,4726,2652,3512,4505,5220,4466
7314,7337,900,3171,4852,5118,3522,3065,3916,3665,2755,3277,6481
7315,7338,900,6842,3393,2925,4888,3777,7611,2636,3713,3736,2295
7316,7339,900,4380,5427,2877,2506,5460,2535,2148,5199,4004,2862
7317,7340,900,3317,5454,3829,2363,5220,3929,6668,4935,4424,4856
7318,7341,900,5977,2841,3362,4049,1712,2867,4471,2740,4967,3903
7319,7342,900,4174,3570,7960,5064,3815,6970,5775,4522,4329,3208
7320,7343,900,2587,5843,4709,1801,5062,4238,6520,6063,4870,2676
7321,7344,900,4951,5568,5938,2855,3908,4562,3310,6228,2832,4933
7322,7345,900,4356,2612,5471,4076,4436,4933,3173,4144,4570,4198
7323,7346,900,3701,5413,5470,3033,6141,3951,3293,2374,3559,4438
7324,7347,900,4292,3762,2450,4136,1911,6625,4408,5756,3108,8945
7325,7348,900,3830,4053,5387,4391,3217,6944,4473,2584,2525,5143
7326,7349,900,4497,2340,3254,2593,5567,6879,5392,3836,2549,2234
7327,7350,900,4788,5687,4608,2796,3373,3229,4093,4053,4528,3111
7328,7351,900,5892,3840,10391,4564,4731,3634,2795,6968,3536,6348
7329,7352,900,5418,3951,2420,4804,7855,5597,6440,3449,4751,4436
7330,7353,900,3074,3768,5365,4586,3051,4730,2642,3141,5767,5760
7331,7354,900,3275,4291,3269,3858,3355,4195,3913,6574,2676,2474
7332,7355,900,8916,5511,3474,4691,3570,2830,7062,4530,7191,4341
7333,7356,900,2991,4122,5701,2236,3040,3444,3531,3887,5189,4607
7334,7357,900,5779,2886,3322,4476,4711,4426,5964,3205,2399,2008
7335,7358,900,3500,2235,2468,2894,2308,4298,4214,4472,3859,3644
7336,7359,900,6938,4940,3029,2773,3433,4672,6641,3495,2484,6511
7337,7360,900,2697,4915,5039,5849,3468,5885,3281,5464,2841,2437
7338,7361,900,4364,3335,6743,2940,6436,5057,4469,4029,3490,7671
7339,7362,900,3958,3325,3733,4055,4793,5237,3926,3263,4498,3705
7340,7363,900,2816,4807,4938,3887,4750,4473,3274,2497,4921,3080
7341,7364,900,4638,2660,3122,4691,2360,3439,4060,7069,4825,3540
7342,7365,900,4437,6531,4490,4632,2925,2422,2633,3192,3540,2699
7343,7366,900,2816,3317,3661,5594,4861,5124,3990,3306,4534,4081
7344,7367,900,4783,2266,5148,5073,4735,5218,5133,2607,5067,4978
7345,7368,900,3786,4018,5009,5068,6277,4140,3239,4118,5501,1958
7346,7369,900,4045,4252,4804,3967,3737,5354,3972,2244,8592,2649
7347,7370,900,5857,3536,3005,4529,4083,5759,4076,3868,5279,6577
7348,7371,900,4281,4110,7207,5851,5842,4192,2666,4634,6301,1799
7349,7372,900,6436,4550,2520,2106,3319,2534,4494,2321,2559,4796
7350,7373,900,4986,5581,2982,3517,2956,4611,3518,5577,4290,4592
7351,7374,900,3438,3106,2063,3604,5677,4652,2828,6308,4521,2869
7352,7375,900,3631,4050,4075,4932,5400,6227,3080,5063,2856,3543
7353,7376,900,5777,4745,4794,4588,6902,5789,6570,4985,3900,2008
7354,7377,900,1774,3225,4198,3046,9608,3382,2927,3831,4502,4510
7355,7378,900,5373,3031,3523,3771,6844,5063,2335,2240,4791,4510
7356,7379,900,5764,5223,3483,6003,4090,7391,3302,6661,4912,3648
7357,7380,900,7360,5487,2786,4415,4088,3460,4616,3763,4121,4375
7358,7381,900,2143,4329,3791,2573,2214,3140,3171,3206,2673,5465
7359,7382,900,4424,3622,3840,1790,3005,4633,5089,2486,4497,5796
7360,7383,900,5979,4098,6226,3527,4716,6201,3969,3322,5791,2173
7361,7384,900,4834,3027,4765,4267,2878,5074,2386,7302,4445,3649
7362,7385,900,3396,4425,2980,4220,5477,2877,4226,3476,3305,5269
7363,7386,900,2882,3764,5414,4328,3899,1943,2624,2813,3569,2516
7364,7387,900,6740,5748,8976,3741,8227,3742,3431,2694,2748,2120
7365,7388,900,5506,4270,2940,5320,4916,4188,2141,4167,3218,3290
7366,7389,900,3814,6630,5309,5095,3317,2375,4106,5158,3895,3006
7367,7390,900,6753,3777,7100,5171,12193,4063,3880,5288,5456,4127
7368,7391,900,4050,3686,5058,2683,5385,4443,4776,5446,5076,5717
7369,7392,900,6503,4335,3523,6483,4768,8421,5291,3992,6937,3196
7370,7393,900,5611,4977,3878,4114,2291,7800,3589,3296,4623,4017
7371,7394,900,4953,4256,4801,5328,6018,6117,4029,4853,8626,7760
7372,7395,900,5589,5327,3816,4995,4658,5074,4220,4401,5728,4066
7373,7396,900,4093,3515,3447,5691,4732,2920,4139,11063,1734,2038
7374,7397,900,3363,3701,3786,2220,5604,2473,5418,3044,3353,6445
7375,7398,900,5594,3721,5586,3547,2220,7114,5390,3204,5028,6013
7376,7399,900,6801,5636,3715,4325,4628,3503,3146,4290,4788,4980
7377,7400,900,4153,5159,7272,4551,5164,6012,5086,6793,2414,4245
7378,7401,900,3730,4913,5163,3589,4744,5149,2667,4531,2164,3173
7379,7402,900,2415,3582,4890,6514,3874,2036,4019,6102,3320,3129
7380,7403,900,2430,5410,4929,3572,4382,4876,5255,3722,2487,3120
7381,7404,900,6513,2485,4449,5498,6432,5795,3223,4812,5135,3640
7382,7405,900,8160,2110,5700,3646,6983,4255,2869,3929,2109,2445
7383,7406,900,3054,3079,5809,5932,6680,4467,4144,4674,5376,3719
7384,7407,900,5854,8996,2202,2248,3023,5219,2077,2134,2540,5554
7385,7408,900,4929,2185,3672,5337,4023,2984,3678,6036,3440,3268
7386,7409,900,4285,2984,4954,2941,6053,1925,3552,3842,6394,1884
7387,7410,900,6154,3199,4834,3526,4727,5007,4661,2590,4088,1985
7388,7411,900,5895,5391,5434,4058,5984,4899,4559,3226,2822,6614
7389,7412,900,6405,6848,6843,4000,5127,3756,5636,2040,4122,6040
7390,7413,900,3403,2487,3751,3055,3121,3057,2879,3841,2723,4113
7391,7414,900,3987,5206,2662,5859,5559,2217,4332,4059,5194,5522
7392,7415,900,3461,5816,9281,6972,2649,4816,4626,3062,5347,2711
7393,7416,900,3850,7533,6693,3762,3506,6252,3509,4891,3065,3362
7394,7417,900,4714,2586,3989,6238,4987,2815,4427,4683,3511,3979
7395,7418,900,5160,3749,9737,1696,4039,3356,4645,3362,4743,5237
7396,7419,900,3232,5459,3107,5533,4845,4246,8818,5703,5796,6432
7397,7420,900,3770,5902,7356,3377,9487,3718,6801,2485,3619,4175
7398,7421,900,4972,3942,3041,2915,6693,3810,2123,3616,4950,5859
7399,7422,900,5213,4486,8378,4998,2951,3916,4912,3115,3969,5208
7400,7423,900,5048,2081,6827,3801,4660,2807,3255,4787,3597,4473
7401,7424,900,5039,7972,5489,3680,3094,4440,5466,3541,3074,2668
7402,7425,900,3055,5424,2187,3589,5501,5434,2773,4356,4054,4425
7403,7426,900,5134,5583,4562,4215,7053,5273,2241,3248,2426,3767
7404,7427,900,2329,3170,5335,5071,5123,5253,5281,3305,3357,5833
7405,7428,900,3949,2767,5281,7289,4866,3258,3497,5164,4840,4602
7406,7429,900,6093,4430,3686,6326,4174,2899,7311,4776,3258,4816
7407,7430,900,4807,5146,3581,5625,4361,4444,3313,3806,4850,4167
7408,7431,900,3513,3098,5418,3734,4860,3020,2410,2838,5411,3177
7409,7432,900,5285,3442,5182,5444,4584,3262,4770,2772,6917,4041
7410,7433,900,3955,2267,3127,4209,3309,4681,4262,6664,5419,4510
7411,7434,900,4117,4428,6778,4592,4452,6276,2516,2589,5759,4800
7412,7435,900,4506,4986,5163,4532,5041,2836,4960,5272,3267,2942
7413,7436,900,4438,3821,3071,3540,2850,4147,4428,4119,2667,2045
7414,7437,900,4941,2567,2058,3167,2473,2606,6355,6050,3453,3318
7415,7438,900,2657,8151,3002,6460,4220,4041,1936,7659,2832,5438
7416,7439,900,8493,5701,4056,5491,4261,2783,1619,4428,4409,2354
7417,7440,900,2630,3413,5432,5597,4809,3268,5475,3432,7141,4074
7418,7441,900,4907,4320,4107,4296,3371,6435,6898,5099,2958,2927
7419,7442,900,6097,6366,2855,3645,5329,4052,4117,2497,2573,3327
7420,7443,900,4150,3189,7146,5369,3491,4152,3873,6277,4652,5939
7421,7444,900,5753,4765,3230,2817,3009,3352,8726,7884,5003,2959
7422,7445,900,8235,5096,3670,3537,3263,2717,3877,4922,2055,5195
7423,7446,900,3727,5292,3258,5134,5478,4195,5311,3294,3806,5076
7424,7447,900,4844,2396,3506,4399,5570,2262,2540,5160,6574,4902
7425,7448,900,3605,3641,3213,3025,3647,2718,4482,4094,2598,4850
7426,7449,900,5879,3792,4206,3677,3384,3008,3770,7000,5065,4514
7427,7450,900,3613,4266,3642,3679,3977,3210,3176,6405,5139,6283
7428,7451,900,5894,6504,3630,5600,4557,4373,4250,2388,4534,7917
7429,7452,900,6888,3623,8320,3085,5583,5104,3530,5683,2116,3339
7430,7453,900,5158,5206,4649,3753,3928,3728,4371,5138,4013,3598
7431,7454,900,4540,2208,4433,5503,3449,3642,5069,3634,6471,3903
7432,7455,900,4325,4032,5740,3286,3472,4634,3240,4211,4975,4898
7433,7456,900,3133,5573,5373,5359,3225,4536,3443,7029,4393,4263
7434,7457,900,2457,4207,5546,4563,3356,6357,4576,3370,2990,3389
7435,7458,900,3140,5193,4720,2910,6083,5643,2085,3831,3063,3812
7436,7459,900,4228,6658,2855,2576,5513,4087,7532,3180,4339,5570
7437,7460,900,2372,2215,4688,8842,4392,3098,5188,3709,5459,7926
7438,7461,900,3771,5296,3110,1782,2952,4355,3288,3957,3965,5514
7439,7462,900,2735,2656,3890,3328,4059,3351,4874,4268,3082,8341
7440,7463,900,2215,5135,5156,2669,4280,4505,2902,5884,6067,2561
7441,7464,900,3023,3917,3531,3645,6109,6088,2632,4185,4553,3006
7442,7465,900,4720,5940,6380,2977,4938,3432,3629,4951,3998,4841
7443,7466,900,2187,3433,4012,4248,6133,3794,6345,6421,4048,5447
7444,7467,900,3134,5577,4485,5467,4075,2237,2973,5964,6899,4900
7445,7468,900,5795,2851,3742,2506,3388,5345,7238,7714,3319,5980
7446,7469,900,4979,4768,2341,6412,5554,4296,4569,3584,5803,3964
7447,7470,900,4616,3281,4089,4962,4489,4805,4324,3381,3834,3785
7448,7471,900,2754,5637,2703,3600,6798,6152,5131,2942,2216,4551
7449,7472,900,4199,3092,4740,4670,6697,2577,4022,4638,10283,3452
7450,7473,900,4782,3587,5530,6041,3346,2985,5557,3633,3521,7145
7451,7474,900,4129,5151,2490,2558,5309,4483,4953,3446,4786,2431
7452,7475,900,4129,2599,3653,4028,4022,2991,3049,6158,3739,4827
7453,7476,900,4194,3253,6530,5897,3612,6088,5331,3493,4766,2929
7454,7477,900,5509,7859,9757,5754,9581,2827,12962,4367,4677,3667
7455,7478,900,2732,5781,4506,6199,4210,6428,4248,2744,3991,3905
7456,7479,900,5448,6605,3257,7285,3240,4933,3748,4707,2891,2460
7457,7480,900,3033,2808,4182,3310,1847,3681,3998,3887,2124,3842
7458,7481,900,5421,2192,4540,5188,2603,4529,6601,2366,4819,2341
7459,7482,900,2898,4508,4390,4043,2130,4726,2429,4444,3741,2946
7460,7483,900,2445,3947,4379,4820,8450,4410,6933,3165,2469,3099
7461,7484,900,5437,5107,2077,5452,6530,2091,7210,2799,5485,5284
7462,7485,900,5442,4599,3395,5525,2313,3347,3893,3878,4008,5335
7463,7486,900,4711,2582,4044,5171,3664,3803,6744,4786,4470,3193
7464,7487,900,3309,5692,5267,4095,4567,3217,8175,5091,2228,3389
7465,7488,900,5720,6309,1499,3295,3173,2298,7069,4976,4075,3999
7466,7489,900,3628,3769,4760,8171,5368,4092,3252,4001,6030,5390
7467,7490,900,3353,3647,6203,3394,1778,2110,3856,3840,3895,3669
7468,7491,900,3447,4004,4588,6027,4987,3356,5399,5143,2538,3321
7469,7492,900,3770,2383,4127,2236,3727,3671,6501,4652,5109,5871
7470,7493,900,3699,4508,6577,4096,3128,5840,5083,3420,6698,2622
7471,7494,900,3117,5843,5009,6306,2993,6175,4364,2806,3611,1916
7472,7495,900,2701,4719,5016,6794,3496,3118,6292,4109,5106,3823
7473,7496,900,3508,2783,3339,2263,4021,4571,3872,2893,6359,5787
7474,7497,900,4912,3715,2617,5702,6123,2853,5196,3707,4412,3715
7475,7498,900,1913,2248,4029,5479,4932,4016,2254,3480,4109,5339
7476,7499,900,3158,4565,4177,5591,5290,3387,4475,3518,4094,2556
7477,7500,900,4257,4435,4623,3632,2109,4910,4044,4395,4043,4185
7478,7501,900,6078,2466,4533,5793,3129,3572,6044,4844,5249,6734
7479,7502,900,3542,4798,5837,4210,7277,3616,3936,4615,4978,2847
7480,7503,900,2863,1927,5023,3733,4834,6239,6263,1881,3649,5330
7481,7504,900,6549,4832,5422,7385,6531,4559,2167,5584,6821,2756
7482,7505,900,3108,3468,5070,4890,2655,2628,5200,5790,2807,2835
7483,7506,900,4903,2657,2625,2218,9005,4267,3026,3583,4454,6365
7484,7507,900,5596,4924,3900,2758,2771,3607,4682,3005,4200,4671
7485,7508,900,3795,6781,4950,3570,2577,4738,6122,3186,3562,5301
7486,7509,900,5006,8250,4859,3509,3264,1708,6025,2975,5266,4026
7487,7510,900,4444,4271,2272,3645,6579,3147,3972,3821,3129,6585
7488,7511,900,2764,3536,4530,5031,5116,6223,2988,4615,5649,5466
7489,7512,900,5770,4158,5732,6054,5370,4976,3744,4043,5973,6408
7490,7513,900,5528,2312,4306,2033,5112,5059,5425,3771,2577,3938
7491,7514,900,4342,4508,3876,3378,2574,2939,4246,7810,6335,3398
7492,7515,900,2992,2026,3336,4678,4640,4316,3523,3249,3085,4273
7493,7516,900,2758,6715,2638,4244,3955,2269,4720,5342,2991,2356
7494,7517,900,2356,6037,2435,5515,3732,6884,3347,4956,4510,6424
7495,7518,900,3258,5657,2363,1604,5492,4407,4322,2589,2635,4892
7496,7519,900,4069,5727,2925,6604,2393,2955,2742,5698,2358,4224
7497,7520,900,6303,2675,5232,6053,2823,5164,4451,6682,1952,2825
7498,7521,900,7245,2972,5397,3422,3181,2115,3566,5030,5490,4366
7499,7522,900,3856,3678,5778,4547,2298,3435,2955,4292,4117,3596
7500,7523,900,6743,2637,4294,4872,4756,6433,2986,3697,5396,3273
7501,7524,900,4373,7935,4697,4695,6584,5105,2350,3138,3046,4728
7502,7525,900,3507,3960,3939,5773,3369,4099,3144,2914,3874,3225
7503,7526,900,6268,4486,2617,3393,4746,7050,5699,2489,3645,4613
7504,7527,900,3817,4033,4589,4955,3388,3530,3701,3940,5041,1939
7505,7528,900,4548,3198,4587,4955,3595,4091,2245,6395,6334,3839
7506,7529,900,5080,2956,6892,2459,4370,4285,5395,3114,3710,4174
7507,7530,900,5056,2905,8301,5197,3989,4931,5642,2874,3752,5116
7508,7531,900,5537,3423,5740,5432,4280,3326,4502,2074,5058,4621
7509,7532,900,7477,2415,4614,4086,2029,4761,3972,5991,4012,5719
7510,7533,900,4394,4233,2544,1692,3921,6897,5285,6687,2511,8570
7511,7534,900,4971,7751,3663,5891,4458,3185,4712,3790,4662,4609
7512,7535,900,3830,5073,4760,3309,3010,4711,3401,4997,3755,5423
7513,7536,900,3511,3957,4242,2634,2782,8243,2141,5576,5471,5847
7514,7537,900,4338,4336,3044,3470,6174,3831,6713,4524,8625,7240
7515,7538,900,5519,2850,4781,2552,5473,3189,4544,5386,5852,3132
7516,7539,900,4316,4927,1777,6416,3658,5516,1979,5161,5895,5426
7517,7540,900,2814,6609,5348,5877,2751,4294,4159,5889,5771,3307
7518,7541,900,3317,3624,2683,3962,4770,4719,1847,9902,3343,5165
7519,7542,900,2900,7359,4510,6888,4425,3891,5394,7202,3689,2276
7520,7543,900,2096,3261,4192,5872,4221,4697,3957,2510,3912,7358
7521,7544,900,3436,2863,3504,3610,4375,2956,4705,3371,4330,3262
7522,7545,900,4236,2339,4643,5561,2611,5244,5844,3963,6576,2643
7523,7546,900,2919,4713,3105,5738,4172,9996,5024,6530,2974,3214
7524,7547,900,3411,6418,8392,3003,4424,5886,1817,6713,2623,2172
7525,7548,900,6008,3239,3489,5266,2122,4939,4391,4412,3815,3752
7526,7549,900,4913,4727,4101,5299,2596,5112,4003,2884,5869,3802
7527,7550,900,5481,5916,4086,4175,4299,4443,2059,5296,4464,3907
7528,7551,900,4256,1925,2516,5593,5774,5632,2179,4090,1952,2874
7529,7552,900,5593,3436,5913,6156,4524,3556,5188,4045,2397,5101
7530,7553,900,3589,4432,3753,3661,5667,3157,4038,5313,6486,3575
7531,7554,900,2557,3827,3614,2554,10734,1869,2470,4081,3900,2517
7532,7555,900,5415,3654,5524,4169,3800,5670,3036,4560,5005,6248
7533,7556,900,4435,2388,4477,6108,9370,2755,7330,7562,4888,3195
7534,7557,900,3336,3471,4009,2911,5063,4096,5055,3263,5680,2652
7535,7558,900,5587,5530,2329,2099,2941,6391,5882,4729,2916,3175
7536,7559,900,4694,4597,4509,2855,5185,7444,4762,3051,2691,4102
7537,7560,900,7277,7233,4966,4303,4312,4830,3446,3874,3446,4712
7538,7561,900,4298,4659,2450,3167,3008,3899,3734,2809,3026,3864
7539,7562,900,6210,4264,3208,4909,2620,3135,8096,3302,6400,3395
7540,7563,900,3519,5939,3090,4799,3653,4618,2869,3351,4430,5259
7541,7564,900,3474,1720,2765,3531,3249,5068,4178,3510,7897,2631
7542,7565,900,3072,3647,4864,5922,3921,3733,4343,3128,3560,4343
7543,7566,900,4653,4942,4197,2784,3857,3142,2078,4099,3220,5988
7544,7567,900,4635,3864,4303,3503,4356,3663,2530,5718,5240,5149
7545,7568,900,5862,2857,2256,4462,5810,2382,4585,3966,5011,3875
7546,7569,900,4585,3440,3402,4239,4452,6826,2893,6111,3706,9777
7547,7570,900,4911,3823,5576,2050,5354,2638,5880,2536,5306,4792
7548,7571,900,3562,5361,3794,4246,3180,6384,4195,3354,4214,2788
7549,7572,900,2595,3757,2897,3918,3205,3791,4480,4060,3515,4499
7550,7573,900,4949,5207,3432,1861,2996,2856,4912,8180,4406,4790
7551,7574,900,4092,5454,3220,4678,5933,3247,5179,4386,4491,3644
7552,7575,900,7485,7907,5907,3304,4037,5612,4404,3977,4689,6329
7553,7576,900,4865,3050,4023,6640,4865,3234,3160,3290,5412,2335
7554,7577,900,6854,4061,3163,2744,3888,2686,3311,2295,3526,2929
7555,7578,900,3549,5006,3508,4719,2748,3075,4687,4355,5910,4039
7556,7579,900,3232,5421,1706,3292,5750,5325,5903,7920,4613,9161
7557,7580,900,3980,5647,4835,2665,6328,1979,2977,3556,4067,6177
7558,7581,900,4187,3291,2478,4240,4693,3315,5222,6665,5620,2736
7559,7582,900,3812,6097,5878,2967,6462,6335,3864,4440,6205,1499
7560,7583,900,3341,3958,3113,3140,3188,2623,2462,3696,4421,3468
7561,7584,900,3267,2893,3305,3462,3214,3294,2312,5468,4395,2578
7562,7585,900,2456,4360,4995,3418,5173,3742,5005,3050,3530,5157
7563,7586,900,7785,5683,4164,3723,3267,4941,2638,5850,4893,5365
7564,7587,900,2798,2494,1724,5424,4912,5302,3608,12444,2409,2255
7565,7588,900,5951,4571,4096,6284,5138,1709,5782,3523,1745,3777
7566,7589,900,2431,6136,3107,6618,6129,2478,5593,7162,4891,3679
7567,7590,900,4448,3420,4395,5501,3119,6426,3825,3235,3061,4042
7568,7591,900,4072,4509,6563,4006,1936,7461,4422,3330,4928,7001
7569,7592,900,5953,3893,2775,5090,5122,4975,4012,4076,5164,3400
7570,7593,900,4184,3553,3731,4590,4464,3165,4238,4919,4958,2642
7571,7594,900,6297,6869,3949,5444,4399,5604,4003,2691,5339,3450
7572,7595,900,5716,6754,3705,3807,3825,4199,6213,2946,7568,4410
7573,7596,900,4603,5809,4186,2331,5577,4165,4385,3370,4548,6143
7574,7597,900,4322,4510,3149,2982,2137,3883,3177,3763,2528,4095
7575,7598,900,3336,5609,3646,2117,4227,4463,4382,5922,6116,2816
7576,7599,900,2601,4296,4318,5113,4163,4054,3851,6394,4694,4522
7577,7600,900,3880,2162,5118,7408,3435,6592,5949,2468,4620,2621
7578,7601,900,3754,3029,5209,4429,4320,4308,2880,5452,3519,3529
7579,7602,900,1907,4048,4051,2240,4789,3372,2587,3738,5201,4893
7580,7603,900,2503,4486,4166,6935,2812,7093,3065,3843,2488,4687
7581,7604,900,4664,2884,2120,3766,4836,5951,9683,8643,11020,7960
7582,7605,900,3396,4439,4339,5377,5057,3786,1696,2719,2710,3036
7583,7606,900,6312,5398,6705,2240,3370,3640,5011,5961,4794,2797
7584,7607,900,2747,2837,4822,2617,4510,2356,3447,5668,2796,3042
7585,7608,900,3928,4912,5603,3205,3467,6255,4196,5851,4678,2870
7586,7609,900,5271,4931,9822,3313,2424,3884,4412,5553,3346,6116
7587,7610,900,2617,3175,4113,4999,4423,4211,2199,3798,4928,4399
7588,7611,900,4358,3535,3671,3653,1993,3744,3674,2590,6947,2551
7589,7612,900,4893,4873,4300,5195,5216,5852,1745,2493,3955,4211
7590,7613,900,2618,3438,2948,4490,3306,4615,8099,3263,5283,3366
7591,7614,900,2819,4397,5422,5281,2159,4882,3182,2765,3226,3787
7592,7615,900,4348,2774,6436,6021,4985,4789,4652,4081,5354,5376
7593,7616,900,1921,2916,4450,5265,4067,6277,4392,6325,4522,2835
7594,7617,900,5611,3317,3596,6765,7193,3252,4327,4922,4951,4841
7595,7618,900,2875,3878,5467,4036,2915,6027,4532,2461,4899,3559
7596,7619,900,4904,2877,4465,3823,4578,4141,4440,4644,3797,2030
7597,7620,900,3920,4846,2732,4104,3750,4128,2479,3847,2518,5455
7598,7621,900,6015,4725,3626,4919,3064,6216,5306,3149,4507,3585
7599,7622,900,2921,6684,4732,2720,4655,2150,6005,7303,3817,2692
7600,7623,900,4773,5724,3837,2417,4414,4120,3959,2263,6255,4244
7601,7624,900,4721,7780,5337,13294,5272,2355,8334,3287,8527,3254
7602,7625,900,2905,4825,3178,3389,2923,2799,4245,4422,4239,4397
7603,7626,900,3910,4268,5037,2880,5180,2649,3381,5050,3429,6102
7604,7627,900,5145,5609,4137,6990,4124,3382,3051,3018,3572,4454
